Link,Point Order,Sub Polygon Id,Usa2163 Id,Distance,Latitude,Longitude,New Latitude,New Longitude,Number of Records,Origin Latitude,Origin Longitude
link,1,28,5,969.263837570,25.2783,-81.0517,25.2783,-81.0517,1,39,-84.51
link,2,28,5,969.470863212,25.274,-81.0587,25.274,-81.0587,1,39,-84.51
link,3,28,5,969.182249937,25.2768,-81.0669,25.2768,-81.0669,1,39,-84.51
link,4,28,5,968.282775781,25.2887,-81.0746,25.2887,-81.0746,1,39,-84.51
link,5,28,5,967.355621125,25.3017,-81.0784,25.3017,-81.0784,1,39,-84.51
link,6,28,5,966.858968817,25.31,-81.0729,25.31,-81.0729,1,39,-84.51
link,7,28,5,966.901684423,25.3117,-81.0598,25.3117,-81.0598,1,39,-84.51
link,8,28,5,967.206443169,25.3094,-81.0475,25.3094,-81.0475,1,39,-84.51
link,9,28,5,967.399010692,25.3074,-81.0428,25.3074,-81.0428,1,39,-84.51
link,10,28,5,968.160676756,25.2967,-81.0398,25.2967,-81.0398,1,39,-84.51
link,11,28,5,968.848331137,25.285,-81.0485,25.285,-81.0485,1,39,-84.51
link,12,28,5,969.263837570,25.2783,-81.0517,25.2783,-81.0517,1,39,-84.51
link,1,44,5,813.224375468,27.3398,-82.5931,27.3398,-82.5931,1,39,-84.51
link,2,44,5,814.310315960,27.3244,-82.5892,27.3244,-82.5892,1,39,-84.51
link,3,44,5,813.330838476,27.3367,-82.6067,27.3367,-82.6067,1,39,-84.51
link,4,44,5,809.947936024,27.3813,-82.649,27.3813,-82.649,1,39,-84.51
link,5,44,5,808.820513709,27.3968,-82.6575,27.3968,-82.6575,1,39,-84.51
link,6,44,5,808.240209144,27.4045,-82.6644,27.4045,-82.6644,1,39,-84.51
link,7,44,5,806.961767398,27.4218,-82.6766,27.4218,-82.6766,1,39,-84.51
link,8,44,5,806.085169975,27.4341,-82.681,27.4341,-82.681,1,39,-84.51
link,9,44,5,806.705803084,27.4269,-82.6642,27.4269,-82.6642,1,39,-84.51
link,10,44,5,807.274752076,27.4197,-82.6543,27.4197,-82.6543,1,39,-84.51
link,11,44,5,810.202393680,27.3797,-82.6301,27.3797,-82.6301,1,39,-84.51
link,12,44,5,813.224375468,27.3398,-82.5931,27.3398,-82.5931,1,39,-84.51
link,1,61,5,745.598960115,29.2164,-90.0238,29.2164,-90.0238,1,39,-84.51
link,2,61,5,745.762607292,29.2164,-90.0306,29.2164,-90.0306,1,39,-84.51
link,3,61,5,744.210918588,29.2385,-90.0243,29.2385,-90.0243,1,39,-84.51
link,4,61,5,742.995510288,29.2491,-90.0017,29.2491,-90.0017,1,39,-84.51
link,5,61,5,741.898814885,29.2569,-89.9766,29.2569,-89.9766,1,39,-84.51
link,6,61,5,740.679057072,29.271,-89.963,29.271,-89.963,1,39,-84.51
link,7,61,5,740.499664666,29.271,-89.9555,29.271,-89.9555,1,39,-84.51
link,8,61,5,741.116660901,29.2641,-89.963,29.2641,-89.963,1,39,-84.51
link,9,61,5,741.368760722,29.2573,-89.9555,29.2573,-89.9555,1,39,-84.51
link,10,61,5,742.635122491,29.2451,-89.9761,29.2451,-89.9761,1,39,-84.51
link,11,61,5,744.453011513,29.2294,-90.0104,29.2294,-90.0104,1,39,-84.51
link,12,61,5,745.598960115,29.2164,-90.0238,29.2164,-90.0238,1,39,-84.51
link,1,64,5,710.057064137,29.4731,-89.1826,29.4731,-89.1826,1,39,-84.51
link,2,64,5,710.755929159,29.4691,-89.2032,29.4691,-89.2032,1,39,-84.51
link,3,64,5,711.122783344,29.4696,-89.2218,29.4696,-89.2218,1,39,-84.51
link,4,64,5,709.696632258,29.4804,-89.1878,29.4804,-89.1878,1,39,-84.51
link,5,64,5,708.805626074,29.4893,-89.173,29.4893,-89.173,1,39,-84.51
link,6,64,5,707.764396889,29.5037,-89.1678,29.5037,-89.1678,1,39,-84.51
link,7,64,5,707.614578578,29.5045,-89.1632,29.5045,-89.1632,1,39,-84.51
link,8,64,5,707.664456397,29.5032,-89.1616,29.5032,-89.1616,1,39,-84.51
link,9,64,5,707.828185214,29.5006,-89.1614,29.5006,-89.1614,1,39,-84.51
link,10,64,5,708.007186528,29.4975,-89.1604,29.4975,-89.1604,1,39,-84.51
link,11,64,5,709.106480244,29.4824,-89.1662,29.4824,-89.1662,1,39,-84.51
link,12,64,5,710.057064137,29.4731,-89.1826,29.4731,-89.1826,1,39,-84.51
link,1,76,5,684.592475675,29.9172,-89.3226,29.9172,-89.3226,1,39,-84.51
link,2,76,5,684.795928769,29.9159,-89.3279,29.9159,-89.3279,1,39,-84.51
link,3,76,5,683.912171686,29.9261,-89.3177,29.9261,-89.3177,1,39,-84.51
link,4,76,5,683.058831809,29.9365,-89.3094,29.9365,-89.3094,1,39,-84.51
link,5,76,5,682.337919905,29.946,-89.3044,29.946,-89.3044,1,39,-84.51
link,6,76,5,681.067987573,29.9621,-89.2938,29.9621,-89.2938,1,39,-84.51
link,7,76,5,679.433177624,29.9821,-89.2781,29.9821,-89.2781,1,39,-84.51
link,8,76,5,679.315505749,29.9821,-89.2729,29.9821,-89.2729,1,39,-84.51
link,9,76,5,680.532448571,29.9658,-89.2806,29.9658,-89.2806,1,39,-84.51
link,10,76,5,682.386127521,29.9422,-89.2958,29.9422,-89.2958,1,39,-84.51
link,11,76,5,683.200935532,29.9324,-89.3041,29.9324,-89.3041,1,39,-84.51
link,12,76,5,684.592475675,29.9172,-89.3226,29.9172,-89.3226,1,39,-84.51
link,1,83,5,648.429468908,30.2204,-88.5465,30.2204,-88.5465,1,39,-84.51
link,2,83,5,648.866771151,30.2167,-88.5563,30.2167,-88.5563,1,39,-84.51
link,3,83,5,651.187139651,30.2442,-88.7563,30.2442,-88.7563,1,39,-84.51
link,4,83,5,650.786077261,30.2504,-88.7563,30.2504,-88.7563,1,39,-84.51
link,5,83,5,649.822537669,30.2572,-88.7313,30.2572,-88.7313,1,39,-84.51
link,6,83,5,649.079613397,30.2579,-88.6978,30.2579,-88.6978,1,39,-84.51
link,7,83,5,648.762025545,30.2524,-88.6652,30.2524,-88.6652,1,39,-84.51
link,8,83,5,649.080027469,30.2405,-88.6431,30.2405,-88.6431,1,39,-84.51
link,9,83,5,649.216931145,30.2315,-88.6212,30.2315,-88.6212,1,39,-84.51
link,10,83,5,647.998072821,30.2311,-88.5597,30.2311,-88.5597,1,39,-84.51
link,11,83,5,647.996931554,30.2244,-88.5379,30.2244,-88.5379,1,39,-84.51
link,12,83,5,648.429468908,30.2204,-88.5465,30.2204,-88.5465,1,39,-84.51
link,1,90,5,504.165640001,33.0057,-79.361,33.0057,-79.361,1,39,-84.51
link,2,90,5,503.930269365,33.0057,-79.3684,33.0057,-79.3684,1,39,-84.51
link,3,90,5,502.831168525,33.0249,-79.3681,33.0249,-79.3681,1,39,-84.51
link,4,90,5,501.946635802,33.043,-79.3631,33.043,-79.3631,1,39,-84.51
link,5,90,5,501.425356932,33.0576,-79.3531,33.0576,-79.3531,1,39,-84.51
link,6,90,5,501.427011114,33.0661,-79.3378,33.0661,-79.3378,1,39,-84.51
link,7,90,5,501.578165110,33.0647,-79.3356,33.0647,-79.3356,1,39,-84.51
link,8,90,5,501.680466081,33.0632,-79.3351,33.0632,-79.3351,1,39,-84.51
link,9,90,5,501.718546716,33.0617,-79.3366,33.0617,-79.3366,1,39,-84.51
link,10,90,5,501.682847808,33.0602,-79.3404,33.0602,-79.3404,1,39,-84.51
link,11,90,5,502.507555714,33.0452,-79.3416,33.0452,-79.3416,1,39,-84.51
link,12,90,5,504.165640001,33.0057,-79.361,33.0057,-79.361,1,39,-84.51
link,1,98,5,498.812182532,34.1727,-77.8187,34.1727,-77.8187,1,39,-84.51
link,2,98,5,498.786624702,34.1716,-77.8206,34.1716,-77.8206,1,39,-84.51
link,3,98,5,498.656933964,34.1719,-77.8234,34.1719,-77.8234,1,39,-84.51
link,4,98,5,498.612197658,34.1706,-77.826,34.1706,-77.826,1,39,-84.51
link,5,98,5,500.045849543,34.1238,-77.8459,34.1238,-77.8459,1,39,-84.51
link,6,98,5,500.591859298,34.1004,-77.8602,34.1004,-77.8602,1,39,-84.51
link,7,98,5,500.608676357,34.0881,-77.8744,34.0881,-77.8744,1,39,-84.51
link,8,98,5,499.793193798,34.1137,-77.864,34.1137,-77.864,1,39,-84.51
link,9,98,5,498.701045316,34.1426,-77.8566,34.1426,-77.8566,1,39,-84.51
link,10,98,5,498.050651264,34.1667,-77.8442,34.1667,-77.8442,1,39,-84.51
link,11,98,5,498.561674891,34.1775,-77.8192,34.1775,-77.8192,1,39,-84.51
link,12,98,5,498.812182532,34.1727,-77.8187,34.1727,-77.8187,1,39,-84.51
link,1,100,5,533.632537321,34.6422,-76.5377,34.6422,-76.5377,1,39,-84.51
link,2,100,5,533.213368319,34.6369,-76.5517,34.6369,-76.5517,1,39,-84.51
link,3,100,5,532.855427211,34.6406,-76.5562,34.6406,-76.5562,1,39,-84.51
link,4,100,5,530.246329043,34.6635,-76.5927,34.6635,-76.5927,1,39,-84.51
link,5,100,5,527.330810395,34.6784,-76.6432,34.6784,-76.6432,1,39,-84.51
link,6,100,5,526.546387517,34.6846,-76.6548,34.6846,-76.6548,1,39,-84.51
link,7,100,5,526.261066660,34.6915,-76.6548,34.6915,-76.6548,1,39,-84.51
link,8,100,5,527.194813226,34.6915,-76.6343,34.6915,-76.6343,1,39,-84.51
link,9,100,5,531.186328107,34.671,-76.5653,34.671,-76.5653,1,39,-84.51
link,10,100,5,531.945524601,34.6642,-76.5548,34.6642,-76.5548,1,39,-84.51
link,11,100,5,532.990573955,34.6529,-76.5421,34.6529,-76.5421,1,39,-84.51
link,12,100,5,533.632537321,34.6422,-76.5377,34.6422,-76.5377,1,39,-84.51
link,1,109,5,491.396453962,37.483,-75.6596,37.483,-75.6596,1,39,-84.51
link,2,109,5,490.919911479,37.4771,-75.6706,37.4771,-75.6706,1,39,-84.51
link,3,109,5,490.562553248,37.4858,-75.6744,37.4858,-75.6744,1,39,-84.51
link,4,109,5,490.875546036,37.5045,-75.6622,37.5045,-75.6622,1,39,-84.51
link,5,109,5,491.312807132,37.5348,-75.6439,37.5348,-75.6439,1,39,-84.51
link,6,109,5,491.418521081,37.5584,-75.6342,37.5584,-75.6342,1,39,-84.51
link,7,109,5,491.848133931,37.5711,-75.622,37.5711,-75.622,1,39,-84.51
link,8,109,5,492.186968089,37.578,-75.6134,37.578,-75.6134,1,39,-84.51
link,9,109,5,492.958148230,37.5751,-75.5998,37.5751,-75.5998,1,39,-84.51
link,10,109,5,493.047641040,37.5624,-75.6022,37.5624,-75.6022,1,39,-84.51
link,11,109,5,491.797375114,37.5114,-75.6425,37.5114,-75.6425,1,39,-84.51
link,12,109,5,491.396453962,37.483,-75.6596,37.483,-75.6596,1,39,-84.51
link,1,126,5,759.275924638,41.3674,-70.4467,41.3674,-70.4467,1,39,-84.51
link,2,126,5,758.877698832,41.3589,-70.4529,41.3589,-70.4529,1,39,-84.51
link,3,126,5,758.243361799,41.3603,-70.4655,41.3603,-70.4655,1,39,-84.51
link,4,126,5,757.519212171,41.3696,-70.4813,41.3696,-70.4813,1,39,-84.51
link,5,126,5,756.946600372,41.3823,-70.4948,41.3823,-70.4948,1,39,-84.51
link,6,126,5,756.757224357,41.3936,-70.5006,41.3936,-70.5006,1,39,-84.51
link,7,126,5,757.548171598,41.4027,-70.4869,41.4027,-70.4869,1,39,-84.51
link,8,126,5,758.550223881,41.4203,-70.4707,41.4203,-70.4707,1,39,-84.51
link,9,126,5,759.410425616,41.4296,-70.4557,41.4296,-70.4557,1,39,-84.51
link,10,126,5,759.751366356,41.4135,-70.446,41.4135,-70.446,1,39,-84.51
link,11,126,5,759.506161330,41.382,-70.4449,41.382,-70.4449,1,39,-84.51
link,12,126,5,759.275924638,41.3674,-70.4467,41.3674,-70.4467,1,39,-84.51
link,1,141,5,884.041387408,44.2995,-68.8854,44.2995,-68.8854,1,39,-84.51
link,2,141,5,882.872622954,44.28,-68.901,44.28,-68.901,1,39,-84.51
link,3,141,5,880.991233541,44.237,-68.9206,44.237,-68.9206,1,39,-84.51
link,4,141,5,880.353180402,44.2357,-68.9336,44.2357,-68.9336,1,39,-84.51
link,5,141,5,880.529911922,44.2436,-68.9336,44.2436,-68.9336,1,39,-84.51
link,6,141,5,881.359243956,44.267,-68.9271,44.267,-68.9271,1,39,-84.51
link,7,141,5,881.802892431,44.2813,-68.9245,44.2813,-68.9245,1,39,-84.51
link,8,141,5,881.012725979,44.2813,-68.9414,44.2813,-68.9414,1,39,-84.51
link,9,141,5,881.157693640,44.2904,-68.9427,44.2904,-68.9427,1,39,-84.51
link,10,141,5,882.393109932,44.3074,-68.9245,44.3074,-68.9245,1,39,-84.51
link,11,141,5,883.579174055,44.3113,-68.901,44.3113,-68.901,1,39,-84.51
link,12,141,5,884.041387408,44.2995,-68.8854,44.2995,-68.8854,1,39,-84.51
link,1,29,5,964.469799236,25.3382,-81.1127,25.3382,-81.1127,1,39,-84.51
link,2,29,5,964.558213312,25.3376,-81.1087,25.3376,-81.1087,1,39,-84.51
link,3,29,5,964.524966819,25.3401,-81.0973,25.3401,-81.0973,1,39,-84.51
link,4,29,5,964.705857309,25.3389,-81.089,25.3389,-81.089,1,39,-84.51
link,5,29,5,965.260399710,25.3312,-81.0863,25.3312,-81.0863,1,39,-84.51
link,6,29,5,965.559181255,25.3269,-81.0857,25.3269,-81.0857,1,39,-84.51
link,7,29,5,965.835527128,25.3224,-81.0881,25.3224,-81.0881,1,39,-84.51
link,8,29,5,966.455369778,25.3128,-81.0907,25.3128,-81.0907,1,39,-84.51
link,9,29,5,965.974292188,25.3182,-81.1003,25.3182,-81.1003,1,39,-84.51
link,10,29,5,965.481825134,25.324,-81.1086,25.324,-81.1086,1,39,-84.51
link,11,29,5,964.465213735,25.3366,-81.1222,25.3366,-81.1222,1,39,-84.51
link,12,29,5,964.173548081,25.3419,-81.1165,25.3419,-81.1165,1,39,-84.51
link,13,29,5,964.354799776,25.3403,-81.1104,25.3403,-81.1104,1,39,-84.51
link,14,29,5,964.469799236,25.3382,-81.1127,25.3382,-81.1127,1,39,-84.51
link,1,54,5,715.217098096,28.7603,-82.6822,28.7603,-82.6822,1,39,-84.51
link,2,54,5,715.138106453,28.7602,-82.6925,28.7602,-82.6925,1,39,-84.51
link,3,54,5,715.008456978,28.7615,-82.6974,28.7615,-82.6974,1,39,-84.51
link,4,54,5,714.845632104,28.764,-82.6964,28.764,-82.6964,1,39,-84.51
link,5,54,5,714.506761836,28.7694,-82.6927,28.7694,-82.6927,1,39,-84.51
link,6,54,5,714.262676190,28.7731,-82.6916,28.7731,-82.6916,1,39,-84.51
link,7,54,5,714.004381171,28.7764,-82.6955,28.7764,-82.6955,1,39,-84.51
link,8,54,5,713.583115205,28.7823,-82.6976,28.7823,-82.6976,1,39,-84.51
link,9,54,5,713.242803499,28.7876,-82.6949,28.7876,-82.6949,1,39,-84.51
link,10,54,5,713.258414795,28.7882,-82.6881,28.7882,-82.6881,1,39,-84.51
link,11,54,5,713.566547892,28.7847,-82.6799,28.7847,-82.6799,1,39,-84.51
link,12,54,5,714.140352681,28.7771,-82.6735,28.7771,-82.6735,1,39,-84.51
link,13,54,5,714.849496583,28.7667,-82.6738,28.7667,-82.6738,1,39,-84.51
link,14,54,5,715.217098096,28.7603,-82.6822,28.7603,-82.6822,1,39,-84.51
link,1,115,5,600.322308521,40.6168,-73.3895,40.6168,-73.3895,1,39,-84.51
link,2,115,5,590.355083787,40.5751,-73.5741,40.5751,-73.5741,1,39,-84.51
link,3,115,5,590.886289234,40.5903,-73.5664,40.5903,-73.5664,1,39,-84.51
link,4,115,5,597.514566141,40.6189,-73.4438,40.6189,-73.4438,1,39,-84.51
link,5,115,5,599.849833504,40.6296,-73.4007,40.6296,-73.4007,1,39,-84.51
link,6,115,5,601.089766181,40.6346,-73.3777,40.6346,-73.3777,1,39,-84.51
link,7,115,5,602.184855800,40.6403,-73.3576,40.6403,-73.3576,1,39,-84.51
link,8,115,5,603.168900681,40.6446,-73.3394,40.6446,-73.3394,1,39,-84.51
link,9,115,5,604.284596737,40.6467,-73.3183,40.6467,-73.3183,1,39,-84.51
link,10,115,5,606.845340068,40.6493,-73.2695,40.6493,-73.2695,1,39,-84.51
link,11,115,5,607.929131399,40.6477,-73.2484,40.6477,-73.2484,1,39,-84.51
link,12,115,5,607.454922992,40.6391,-73.2561,40.6391,-73.2561,1,39,-84.51
link,13,115,5,604.080317721,40.6351,-73.3203,40.6351,-73.3203,1,39,-84.51
link,14,115,5,600.322308521,40.6168,-73.3895,40.6168,-73.3895,1,39,-84.51
link,1,30,5,986.384136110,25.1595,-80.3615,25.1595,-80.3615,1,39,-84.51
link,35,30,5,985.237060748,25.1562,-80.4586,25.1562,-80.4586,1,39,-84.51
link,37,30,5,983.804904634,25.1909,-80.3943,25.1909,-80.3943,1,39,-84.51
link,38,30,5,981.876712729,25.2274,-80.3573,25.2274,-80.3573,1,39,-84.51
link,39,30,5,980.607541316,25.2483,-80.3478,25.2483,-80.3478,1,39,-84.51
link,40,30,5,979.598001465,25.2628,-80.3502,25.2628,-80.3502,1,39,-84.51
link,41,30,5,979.046383369,25.2694,-80.3577,25.2694,-80.3577,1,39,-84.51
link,42,30,5,978.574142759,25.2748,-80.3653,25.2748,-80.3653,1,39,-84.51
link,43,30,5,977.761122901,25.2861,-80.369,25.2861,-80.369,1,39,-84.51
link,44,30,5,977.441338558,25.2922,-80.3627,25.2922,-80.3627,1,39,-84.51
link,45,30,5,977.413523592,25.2995,-80.3306,25.2995,-80.3306,1,39,-84.51
link,46,30,5,977.099433764,25.307,-80.3175,25.307,-80.3175,1,39,-84.51
link,47,30,5,975.086510510,25.3428,-80.2906,25.3428,-80.2906,1,39,-84.51
link,48,30,5,974.680777688,25.3526,-80.2734,25.3526,-80.2734,1,39,-84.51
link,49,30,5,975.546014055,25.3445,-80.2516,25.3445,-80.2516,1,39,-84.51
link,50,30,5,975.866548249,25.339,-80.2549,25.339,-80.2549,1,39,-84.51
link,51,30,5,976.074486099,25.3352,-80.2581,25.3352,-80.2581,1,39,-84.51
link,52,30,5,976.209441971,25.3324,-80.2617,25.3324,-80.2617,1,39,-84.51
link,53,30,5,976.295339039,25.3302,-80.2659,25.3302,-80.2659,1,39,-84.51
link,54,30,5,976.631890096,25.3237,-80.2727,25.3237,-80.2727,1,39,-84.51
link,55,30,5,977.305986202,25.3122,-80.2794,25.3122,-80.2794,1,39,-84.51
link,56,30,5,978.025413549,25.3004,-80.2844,25.3004,-80.2844,1,39,-84.51
link,57,30,5,978.513441405,25.2927,-80.2864,25.2927,-80.2864,1,39,-84.51
link,58,30,5,979.120438652,25.2826,-80.2913,25.2826,-80.2913,1,39,-84.51
link,59,30,5,981.001285029,25.2483,-80.3205,25.2483,-80.3205,1,39,-84.51
link,60,30,5,983.400253346,25.2056,-80.3533,25.2056,-80.3533,1,39,-84.51
link,61,30,5,984.862905018,25.1812,-80.3658,25.1812,-80.3658,1,39,-84.51
link,62,30,5,985.967019451,25.1657,-80.3615,25.1657,-80.3615,1,39,-84.51
link,63,30,5,986.384136110,25.1595,-80.3615,25.1595,-80.3615,1,39,-84.51
link,1,31,5,971.296785889,25.4155,-80.2169,25.4155,-80.2169,1,39,-84.51
link,2,31,5,971.895270651,25.4034,-80.2312,25.4034,-80.2312,1,39,-84.51
link,3,31,5,971.788680445,25.4047,-80.2325,25.4047,-80.2325,1,39,-84.51
link,4,31,5,971.736560798,25.4049,-80.2351,25.4049,-80.2351,1,39,-84.51
link,5,31,5,971.619603955,25.406,-80.238,25.406,-80.238,1,39,-84.51
link,6,31,5,971.144507346,25.4161,-80.2244,25.4161,-80.2244,1,39,-84.51
link,7,31,5,970.207858876,25.432,-80.2157,25.432,-80.2157,1,39,-84.51
link,8,31,5,966.568768910,25.4898,-80.1999,25.4898,-80.1999,1,39,-84.51
link,9,31,5,966.283956228,25.4947,-80.197,25.4947,-80.197,1,39,-84.51
link,10,31,5,966.168782935,25.4984,-80.1882,25.4984,-80.1882,1,39,-84.51
link,11,31,5,966.534859578,25.4933,-80.1866,25.4933,-80.1866,1,39,-84.51
link,12,31,5,967.035760766,25.4854,-80.1885,25.4854,-80.1885,1,39,-84.51
link,13,31,5,967.305080646,25.481,-80.1902,25.481,-80.1902,1,39,-84.51
link,14,31,5,968.710955153,25.4592,-80.1939,25.4592,-80.1939,1,39,-84.51
link,15,31,5,970.082182131,25.4366,-80.2035,25.4366,-80.2035,1,39,-84.51
link,16,31,5,971.296785889,25.4155,-80.2169,25.4155,-80.2169,1,39,-84.51
link,1,36,5,919.904309645,25.9013,-81.6761,25.9013,-81.6761,1,39,-84.51
link,2,36,5,920.336041783,25.8969,-81.6634,25.8969,-81.6634,1,39,-84.51
link,3,36,5,921.079910605,25.8865,-81.66,25.8865,-81.66,1,39,-84.51
link,4,36,5,922.263233681,25.8673,-81.672,25.8673,-81.672,1,39,-84.51
link,5,36,5,922.602507004,25.8615,-81.6774,25.8615,-81.6774,1,39,-84.51
link,6,36,5,922.360381851,25.8631,-81.6903,25.8631,-81.6903,1,39,-84.51
link,7,36,5,922.115700770,25.8658,-81.6962,25.8658,-81.6962,1,39,-84.51
link,8,36,5,921.625584051,25.8726,-81.6988,25.8726,-81.6988,1,39,-84.51
link,9,36,5,921.262904134,25.8775,-81.7016,25.8775,-81.7016,1,39,-84.51
link,10,36,5,920.941063762,25.8815,-81.7064,25.8815,-81.7064,1,39,-84.51
link,11,36,5,920.761768461,25.8838,-81.7086,25.8838,-81.7086,1,39,-84.51
link,12,36,5,920.337130847,25.8897,-81.7108,25.8897,-81.7108,1,39,-84.51
link,13,36,5,919.748356889,25.8987,-81.7084,25.8987,-81.7084,1,39,-84.51
link,14,36,5,919.769952597,25.8998,-81.699,25.8998,-81.699,1,39,-84.51
link,15,36,5,919.908122574,25.8993,-81.6889,25.8993,-81.6889,1,39,-84.51
link,16,36,5,919.904309645,25.9013,-81.6761,25.9013,-81.6761,1,39,-84.51
link,1,114,5,550.800164270,39.553,-74.2316,39.553,-74.2316,1,39,-84.51
link,2,114,5,549.456208775,39.5222,-74.2564,39.5222,-74.2564,1,39,-84.51
link,3,114,5,549.492980704,39.5297,-74.2558,39.5297,-74.2558,1,39,-84.51
link,4,114,5,549.565648749,39.5346,-74.2545,39.5346,-74.2545,1,39,-84.51
link,5,114,5,549.570149859,39.5474,-74.2546,39.5474,-74.2546,1,39,-84.51
link,6,114,5,550.368754709,39.5754,-74.2401,39.5754,-74.2401,1,39,-84.51
link,7,114,5,554.794404185,39.6855,-74.16,39.6855,-74.16,1,39,-84.51
link,8,114,5,556.293947509,39.7147,-74.1329,39.7147,-74.1329,1,39,-84.51
link,9,114,5,557.121599070,39.738,-74.1183,39.738,-74.1183,1,39,-84.51
link,10,114,5,557.614732079,39.7489,-74.1095,39.7489,-74.1095,1,39,-84.51
link,11,114,5,558.236538703,39.7557,-74.0981,39.7557,-74.0981,1,39,-84.51
link,12,114,5,557.765329230,39.7292,-74.1058,39.7292,-74.1058,1,39,-84.51
link,13,114,5,556.435991153,39.7013,-74.1297,39.7013,-74.1297,1,39,-84.51
link,14,114,5,555.401728141,39.6659,-74.1479,39.6659,-74.1479,1,39,-84.51
link,15,114,5,553.387585810,39.6156,-74.1843,39.6156,-74.1843,1,39,-84.51
link,16,114,5,550.800164270,39.553,-74.2316,39.553,-74.2316,1,39,-84.51
link,1,127,5,735.096610136,41.4186,-70.9279,41.4186,-70.9279,1,39,-84.51
link,2,127,5,734.466390814,41.4112,-70.9387,41.4112,-70.9387,1,39,-84.51
link,3,127,5,733.994491333,41.4141,-70.9485,41.4141,-70.9485,1,39,-84.51
link,4,127,5,734.463921457,41.4208,-70.9407,41.4208,-70.9407,1,39,-84.51
link,5,127,5,735.301498002,41.4289,-70.926,41.4289,-70.926,1,39,-84.51
link,6,127,5,736.062653622,41.4297,-70.9113,41.4297,-70.9113,1,39,-84.51
link,7,127,5,736.834322458,41.4364,-70.8976,41.4364,-70.8976,1,39,-84.51
link,8,127,5,738.210159442,41.4387,-70.8712,41.4387,-70.8712,1,39,-84.51
link,9,127,5,738.909730639,41.4483,-70.8595,41.4483,-70.8595,1,39,-84.51
link,10,127,5,739.008833027,41.4431,-70.8565,41.4431,-70.8565,1,39,-84.51
link,11,127,5,739.321620597,41.4343,-70.8486,41.4343,-70.8486,1,39,-84.51
link,12,127,5,738.966494187,41.4292,-70.8545,41.4292,-70.8545,1,39,-84.51
link,13,127,5,737.795733698,41.4225,-70.876,41.4225,-70.876,1,39,-84.51
link,14,127,5,736.939224011,41.4224,-70.8927,41.4224,-70.8927,1,39,-84.51
link,15,127,5,736.237463844,41.4224,-70.9064,41.4224,-70.9064,1,39,-84.51
link,16,127,5,735.096610136,41.4186,-70.9279,41.4186,-70.9279,1,39,-84.51
link,1,133,5,717.145860449,41.5808,-71.3151,41.5808,-71.3151,1,39,-84.51
link,2,133,5,716.289235063,41.5756,-71.3307,41.5756,-71.3307,1,39,-84.51
link,3,133,5,716.036855184,41.5821,-71.3372,41.5821,-71.3372,1,39,-84.51
link,4,133,5,716.162959904,41.5925,-71.3372,41.5925,-71.3372,1,39,-84.51
link,5,133,5,716.715775516,41.6107,-71.3307,41.6107,-71.3307,1,39,-84.51
link,6,133,5,716.644868227,41.6264,-71.3359,41.6264,-71.3359,1,39,-84.51
link,7,133,5,715.647487904,41.6316,-71.3568,41.6316,-71.3568,1,39,-84.51
link,8,133,5,715.645178764,41.642,-71.3594,41.642,-71.3594,1,39,-84.51
link,9,133,5,716.071885408,41.6602,-71.3555,41.6602,-71.3555,1,39,-84.51
link,10,133,5,716.802201635,41.6706,-71.3437,41.6706,-71.3437,1,39,-84.51
link,11,133,5,717.034007108,41.6576,-71.3359,41.6576,-71.3359,1,39,-84.51
link,12,133,5,717.167666949,41.6472,-71.3307,41.6472,-71.3307,1,39,-84.51
link,13,133,5,717.650103278,41.6329,-71.3177,41.6329,-71.3177,1,39,-84.51
link,14,133,5,718.296477462,41.6264,-71.3034,41.6264,-71.3034,1,39,-84.51
link,15,133,5,717.958443155,41.6042,-71.3047,41.6042,-71.3047,1,39,-84.51
link,16,133,5,717.145860449,41.5808,-71.3151,41.5808,-71.3151,1,39,-84.51
link,1,142,5,903.796485396,44.3243,-68.4752,44.3243,-68.4752,1,39,-84.51
link,2,142,5,903.137637376,44.3139,-68.4844,44.3139,-68.4844,1,39,-84.51
link,3,142,5,902.670214173,44.3204,-68.4974,44.3204,-68.4974,1,39,-84.51
link,4,142,5,902.178714869,44.323,-68.5091,44.323,-68.5091,1,39,-84.51
link,5,142,5,901.569377772,44.323,-68.5221,44.323,-68.5221,1,39,-84.51
link,6,142,5,901.375400832,44.3308,-68.5299,44.3308,-68.5299,1,39,-84.51
link,7,142,5,901.690717596,44.3451,-68.5299,44.3451,-68.5299,1,39,-84.51
link,8,142,5,902.250332192,44.3594,-68.5247,44.3594,-68.5247,1,39,-84.51
link,9,142,5,902.668661958,44.3673,-68.5195,44.3673,-68.5195,1,39,-84.51
link,10,142,5,903.293097789,44.379,-68.5117,44.379,-68.5117,1,39,-84.51
link,11,142,5,903.747538682,44.3803,-68.5026,44.3803,-68.5026,1,39,-84.51
link,12,142,5,903.965063153,44.3764,-68.4961,44.3764,-68.4961,1,39,-84.51
link,13,142,5,903.888585425,44.3647,-68.4922,44.3647,-68.4922,1,39,-84.51
link,14,142,5,903.635291430,44.3477,-68.4896,44.3477,-68.4896,1,39,-84.51
link,15,142,5,903.471291078,44.3347,-68.487,44.3347,-68.487,1,39,-84.51
link,16,142,5,903.796485396,44.3243,-68.4752,44.3243,-68.4752,1,39,-84.51
